Iteration,Location,Date_Ref,Date_Target,MaskedP,Band,n1,n2,t1,f,minNx,w1,w2,MSLE,MSE,R2,UP,KP,Total_Time_Sec,Time_Sec,Time_Min,Time_Hours,Time_Days
1,france,20010126,20030217,27.26,6,14,200,0.01,1,4,0.75,0.25,0.013846757,1.56E+06,0.583887463,0,100,1293,33.0344835,21,0,0
1,france,20010126,20020419,34.76,1,14,200,0.01,1,4,0.25,0.75,0.004712887,478079.3691,-0.089898665,0,100,368,8.1378727,6,0,0
1,france,20010126,20020419,34.76,1,14,200,0.01,1,4,0.5,0.5,0.004581073,466800.6246,-0.064186013,0,100,391,31.1576996,6,0,0
1,france,20010126,20020419,34.76,1,14,200,0.01,1,4,0.75,0.25,0.004533929,462547.5363,-0.054490059,0,100,343,42.8089431,5,0,0
1,france,20010126,20020419,34.76,2,14,200,0.01,1,4,0.25,0.75,0.014519508,1.47E+06,-0.224269379,0,100,620,20.4490433,10,0,0
1,france,20010126,20020419,34.76,2,14,200,0.01,1,4,0.5,0.5,0.014267182,1.44E+06,-0.206220264,0,100,584,43.594348,9,0,0
1,france,20010126,20020419,34.76,2,14,200,0.01,1,4,0.75,0.25,0.013938729,1.42E+06,-0.184134753,0,100,399,39.0231556,6,0,0
1,france,20010126,20020419,34.76,3,14,200,0.01,1,4,0.25,0.75,0.02928815,2.83E+06,-0.235156291,0,100,831,51.067009,13,0,0
1,france,20010126,20020419,34.76,3,14,200,0.01,1,4,0.5,0.5,0.028868175,2.80E+06,-0.222056121,0,100,810,29.7606523,13,0,0
1,france,20010126,20020419,34.76,3,14,200,0.01,1,4,0.75,0.25,0.028679442,2.79E+06,-0.216057816,0,100,601,0.5020573,10,0,0
1,france,20010126,20020419,34.76,4,14,200,0.01,1,4,0.25,0.75,0.116901068,1.40E+07,-0.320229145,0,100,892,52.4754773,14,0,0
1,france,20010126,20020419,34.76,4,14,200,0.01,1,4,0.5,0.5,0.117727362,1.41E+07,-0.3265317,0,100,681,20.5314825,11,0,0
1,france,20010126,20020419,34.76,4,14,200,0.01,1,4,0.75,0.25,0.116107723,1.40E+07,-0.31433763,0,100,444,24.3248316,7,0,0
1,france,20010126,20020419,34.76,5,14,200,0.01,1,4,0.25,0.75,0.090019155,1.03E+07,-0.262002222,0,100,2222,2.4755733,37,0,0
1,france,20010126,20020419,34.76,5,14,200,0.01,1,4,0.5,0.5,0.089991541,1.03E+07,-0.261846374,0,100,1433,53.2641009,23,0,0
1,france,20010126,20020419,34.76,5,14,200,0.01,1,4,0.75,0.25,0.090141553,1.03E+07,-0.263216349,0,100,1048,28.4722771,17,0,0
1,france,20010126,20020419,34.76,6,14,200,0.01,1,4,0.25,0.75,0.049883873,4.78E+06,-0.263145668,0,100,3081,20.5606802,51,0,0
