Iteration,Location,Date_Ref,Date_Target,MaskedP,Band,n1,n2,t1,f,minNx,w1,w2,MSLE,MSE,R2,UP,KP,Total_Time_Sec,Time_Sec,Time_Min,Time_Hours,Time_Days
5,france,20210328,20210223,26.63,10,14,200,0.01,1,4,0.5,0.5,0.162959636,18568.49633,0.817241757,0,100,114,54.1317029,1,0,0
1,france,20210328,20210822,31.07,1,14,200,0.01,1,4,0.5,0.5,0.018622784,12059.97022,0.710040322,0,100,283,43.0127938,4,0,0
2,france,20210328,20210822,31.07,1,14,200,0.01,1,4,0.5,0.5,0.018723592,12080.33998,0.709550568,0,100,272,31.5231002,4,0,0
3,france,20210328,20210822,31.07,1,14,200,0.01,1,4,0.5,0.5,0.018631694,12046.7552,0.710358052,0,100,267,27.4557223,4,0,0
4,france,20210328,20210822,31.07,1,14,200,0.01,1,4,0.5,0.5,0.018750102,12091.66597,0.709278256,0,100,274,34.3205151,4,0,0
5,france,20210328,20210822,31.07,1,14,200,0.01,1,4,0.5,0.5,0.01878913,12122.47242,0.708537572,0,100,279,38.5261784,4,0,0
1,france,20210328,20210822,31.07,2,14,200,0.01,1,4,0.5,0.5,0.021930072,16098.8551,0.71107087,0,100,211,30.6204256,3,0,0
2,france,20210328,20210822,31.07,2,14,200,0.01,1,4,0.5,0.5,0.022173243,16138.17749,0.710365144,0,100,214,34.107575,3,0,0
3,france,20210328,20210822,31.07,2,14,200,0.01,1,4,0.5,0.5,0.022021901,16117.76293,0.710731528,0,100,210,29.5353292,3,0,0
4,france,20210328,20210822,31.07,2,14,200,0.01,1,4,0.5,0.5,0.02193098,16110.3244,0.710865029,0,100,212,32.4633236,3,0,0
5,france,20210328,20210822,31.07,2,14,200,0.01,1,4,0.5,0.5,0.022386455,16263.75551,0.708111372,0,100,214,34.2615239,3,0,0
1,france,20210328,20210822,31.07,3,14,200,0.01,1,4,0.5,0.5,0.074361683,25220.6528,0.747114965,0,100,122,1.7522714,2,0,0
2,france,20210328,20210822,31.07,3,14,200,0.01,1,4,0.5,0.5,0.073728833,25302.33586,0.746295937,0,100,122,1.9005689,2,0,0
3,france,20210328,20210822,31.07,3,14,200,0.01,1,4,0.5,0.5,0.072845543,25264.00059,0.746680321,0,100,122,1.9538293,2,0,0
4,france,20210328,20210822,31.07,3,14,200,0.01,1,4,0.5,0.5,0.072475087,25272.64272,0.746593667,0,100,118,57.7882039,1,0,0
5,france,20210328,20210822,31.07,3,14,200,0.01,1,4,0.5,0.5,0.073507119,25274.50993,0.746574945,0,100,121,0.5500956,2,0,0
1,france,20210328,20210822,31.07,4,14,200,0.01,1,4,0.5,0.5,0.090755231,28563.37067,0.765580495,0,100,75,14.8570057,1,0,0
2,france,20210328,20210822,31.07,4,14,200,0.01,1,4,0.5,0.5,0.094514973,29389.0621,0.758804047,0,100,76,15.5975095,1,0,0
3,france,20210328,20210822,31.07,4,14,200,0.01,1,4,0.5,0.5,0.093325181,29195.86486,0.760389617,0,100,77,16.5788371,1,0,0
4,france,20210328,20210822,31.07,4,14,200,0.01,1,4,0.5,0.5,0.092740131,29055.20248,0.761544032,0,100,77,17.2026515,1,0,0
5,france,20210328,20210822,31.07,4,14,200,0.01,1,4,0.5,0.5,0.093953412,29130.0403,0.760929839,0,100,78,18.1231429,1,0,0
1,france,20210328,20210822,31.07,5,14,200,0.01,1,4,0.5,0.5,0.164282885,37635.75992,0.723994099,0,100,96,35.8116331,1,0,0
2,france,20210328,20210822,31.07,5,14,200,0.01,1,4,0.5,0.5,0.162954231,37827.22328,0.722589982,0,100,91,31.2295896,1,0,0
3,france,20210328,20210822,31.07,5,14,200,0.01,1,4,0.5,0.5,0.163040528,37964.40378,0.721583954,0,100,93,33.316863,1,0,0
4,france,20210328,20210822,31.07,5,14,200,0.01,1,4,0.5,0.5,0.162096479,37549.69535,0.724625263,0,100,95,34.8976275,1,0,0
5,france,20210328,20210822,31.07,5,14,200,0.01,1,4,0.5,0.5,0.163811038,37757.62281,0.723100405,0,100,91,30.5783167,1,0,0
1,france,20210328,20210822,31.07,6,14,200,0.01,1,4,0.5,0.5,0.147818294,40805.40032,0.721173002,0,100,95,35.3292973,1,0,0
2,france,20210328,20210822,31.07,6,14,200,0.01,1,4,0.5,0.5,0.147799442,40969.36024,0.720052649,0,100,97,36.7614367,1,0,0
3,france,20210328,20210822,31.07,6,14,200,0.01,1,4,0.5,0.5,0.151174717,40970.2623,0.720046485,0,100,95,34.5283503,1,0,0
4,france,20210328,20210822,31.07,6,14,200,0.01,1,4,0.5,0.5,0.145589405,39893.51017,0.72740403,0,100,96,36.1953834,1,0,0
5,france,20210328,20210822,31.07,6,14,200,0.01,1,4,0.5,0.5,0.152229619,40994.65872,0.719879782,0,100,98,38.2691295,1,0,0
